         ,Gross claims incurred 2016 (£m) ,Gross claims incurred 2017 (£m) ,Gross claims incurred 2018 (£m) ,Gross claims incurred 2019 (£m) ,Gross claims incurred 2020 (£m) ,"Gross BEL (inc. TPs as whole, pre-TMTP) 2016 (£m)" ,"Gross BEL (inc. TPs as whole, pre-TMTP) 2017 (£m)" ,"Gross BEL (inc. TPs as whole, pre-TMTP) 2018 (£m)" ,"Gross BEL (inc. TPs as whole, pre-TMTP) 2019 (£m)" ,"Gross BEL (inc. TPs as whole, pre-TMTP) 2020 (£m)" ,"Net BEL (inc. TPs as a whole, pre-TMTP) 2016 (£m)" ,"Net BEL (inc. TPs as a whole, pre-TMTP) 2017 (£m)" ,"Net BEL (inc. TPs as a whole, pre-TMTP) 2018 (£m)" ,"Net BEL (inc. TPs as a whole, pre-TMTP) 2019 (£m)" ,"Net BEL (inc. TPs as a whole, pre-TMTP) 2020 (£m)" ,Pure net claims ratio 2016 ,Pure net claims ratio 2017 ,Pure net claims ratio 2018 ,Pure net claims ratio 2019 ,Pure net claims ratio 2020 ,Net expense ratio 2016 ,Net expense ratio 2017 ,Net expense ratio 2018 ,Net expense ratio 2019 ,Net expense ratio 2020 ,Net combined ratio 2016 ,Net combined ratio 2017 ,Net combined ratio 2018 ,Net combined ratio 2019 ,Net combined ratio 2020 ,Pure gross claims ratio 2016 ,Pure gross claims ratio 2017 ,Pure gross claims ratio 2018 ,Pure gross claims ratio 2019 ,Pure gross claims ratio 2020 ,Gross expense ratio 2016 ,Gross expense ratio 2017 ,Gross expense ratio 2018 ,Gross expense ratio 2019 ,Gross expense ratio 2020 ,Gross combined ratio 2016 ,Gross combined ratio 2017 ,Gross combined ratio 2018 ,Gross combined ratio 2019 ,Gross combined ratio 2020
Firm 268 ,10.29148892                     ,11.42670402                     ,13.08639938                     ,14.53363363                     ,17.35844113                     ,14.97685815                                         ,14.59132854                                         ,14.60582673                                         ,17.34333636                                         ,23.70780481                                         ,5.753677339                                         ,6.332561392                                         ,6.127855837                                         ,7.705245422                                         ,12.94403152                                         ,0.6662461164               ,0.63992671                 ,0.640432481                ,0.7246915388               ,0.5552322319               ,0.3635445842           ,0.6080564581           ,0.6219838749           ,0.4317842167           ,0.3375990434           ,1.029790701             ,1.247983168             ,1.262416356             ,1.156475755             ,0.8928312753            ,0.4996148343                 ,0.5313751569                 ,0.56895327                   ,0.6196494752                 ,0.726915131                  ,0.2773933404             ,0.28797792               ,0.2858587903             ,0.2858949889             ,0.2771414299             ,0.7770081747              ,0.8193530769              ,0.8548120603              ,0.9055444642              ,1.004056561
Firm 269 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 270 ,-31.71652311                    ,-4.589217344                    ,-7.744129544                    ,11.74401756                     ,24.25178199                     ,389.2816302                                         ,351.3818128                                         ,334.0204084                                         ,322.2543212                                         ,329.7320536                                         ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,-387.5572554                 ,-109.7449404                 ,-160.1283972                 ,-2893.406217                 ,1165.884916                  ,0.3952915796             ,1.422979231              ,1.171500323              ,-14.22024087             ,2.817121095              ,-387.1619638              ,-108.3219612              ,-158.9568968              ,-2907.626458              ,1168.702037
Firm 271 ,15.72113879                     ,1.857623616                     ,0                               ,0                               ,0                               ,7.451535159                                         ,4.611756888                                         ,0                                                   ,0                                                   ,0                                                   ,-1.556360238                                        ,-0.072151695                                        ,0                                                   ,0                                                   ,0                                                   ,0.9435404046               ,1.222026576                ,0                          ,0                          ,0                          ,0.02678825379          ,-0.008154289117        ,0                      ,0                      ,0                      ,0.9703286584            ,1.213872287             ,0                       ,0                       ,0                       ,0.8871131927                 ,0.4796695899                 ,0                            ,0                            ,0                            ,0.01876311457            ,-0.006060196529          ,0                        ,0                        ,0                        ,0.9058763073              ,0.4736093934              ,0                         ,0                         ,0
Firm 272 ,220.4092888                     ,207.35496                       ,202.2355212                     ,261.1533505                     ,462.308802                      ,625.6931774                                         ,537.331204                                          ,520.4893474                                         ,544.433063                                          ,727.2642805                                         ,452.7158869                                         ,402.1588191                                         ,394.0394579                                         ,426.9337091                                         ,584.0382308                                         ,0.4124229979               ,0.3640553242               ,0.4237522443               ,0.4702927877               ,0.6199504778               ,0.4504566718           ,0.4724252076           ,0.4445895738           ,0.4452432863           ,0.4008504087           ,0.8628796697            ,0.8364805319            ,0.8683418181            ,0.915536074             ,1.020800887             ,0.5211941765                 ,0.4800140777                 ,0.4170264259                 ,0.4781886752                 ,0.7318236458                 ,0.3496605662             ,0.3645510828             ,0.3430888117             ,0.3471618569             ,0.3158227509             ,0.8708547427              ,0.8445651605              ,0.7601152375              ,0.8253505321              ,1.047646397
Firm 273 ,181.5462303                     ,124.9688706                     ,296.8914883                     ,280.6687912                     ,292.9020723                     ,776.6338622                                         ,831.603282                                          ,999.7169707                                         ,1010.543472                                         ,1202.184762                                         ,148.4307698                                         ,144.1923722                                         ,167.2284717                                         ,175.9579443                                         ,207.9422361                                         ,0.554535242                ,0.3450670752               ,0.66432387                 ,0.6098595376               ,0.8673794723               ,0.2323284216           ,0.2285067125           ,0.2263675224           ,0.1922767737           ,0.1961119732           ,0.7868636635            ,0.5735737877            ,0.8906913925            ,0.8021363114            ,1.063491445             ,0.5679453103                 ,0.3694412238                 ,0.7372831885                 ,0.653711708                  ,0.6576427598                 ,0.1975714163             ,0.218690995              ,0.216123201              ,0.2021664597             ,0.1995453809             ,0.7655167266              ,0.5881322188              ,0.9534063895              ,0.8558781677              ,0.8571881406
Firm 274 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 275 ,173.1131745                     ,866.8143873                     ,96.08762406                     ,301.7421652                     ,10.24875162                     ,415.6844719                                         ,780.9847427                                         ,310.1142006                                         ,284.9560728                                         ,167.2648549                                         ,152.6816497                                         ,98.7555044                                          ,91.78424487                                         ,1.072799876                                         ,19.13148324                                         ,0.4009567468               ,0.8316929276               ,0.4715644283               ,0.5168440979               ,0.2576594557               ,0.2032100729           ,0.4719794163           ,0.2545087713           ,0.6631195274           ,0.4907348614           ,0.6041668197            ,1.303672344             ,0.7260731996            ,1.179963625             ,0.7483943171            ,0.2847670963                 ,1.258166996                  ,0.2948038713                 ,1.690430728                  ,0.06963994096                ,0.1233286617             ,0.227542612              ,0.1733163913             ,0.3252162193             ,0.3271667678             ,0.408095758               ,1.485709608               ,0.4681202626              ,2.015646947               ,0.3968067088
Firm 276 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 277 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 278 ,292.0189966                     ,267.9547031                     ,303.9664082                     ,326.0170607                     ,264.8061991                     ,831.3241908                                         ,871.5863517                                         ,974.1703793                                         ,1016.543489                                         ,489.3349635                                         ,182.7831731                                         ,241.8701925                                         ,356.5655566                                         ,410.3701819                                         ,235.5503099                                         ,0.3759583788               ,0.419985363                ,0.5642980909               ,0.6742940798               ,0.626326463                ,0.4835374421           ,0.5314146292           ,0.4089172007           ,0.3928406814           ,0.4548390509           ,0.8594958209            ,0.9513999922            ,0.9732152916            ,1.067134761             ,1.081165514             ,0.6351131656                 ,0.5954152471                 ,0.6709447787                 ,0.8269442952                 ,0.7620230297                 ,0.3138386544             ,0.3309332568             ,0.2995653277             ,0.3200454432             ,0.3452552538             ,0.9489518199              ,0.9263485039              ,0.9705101064              ,1.146989738               ,1.107278283
Firm 279 ,13.75847639                     ,10.7825157                      ,0.7476715845                    ,0                               ,0                               ,-7.887114459                                        ,-4.454541345                                        ,-0.399710736                                        ,0                                                   ,0                                                   ,-3.187405005                                        ,-0.719856789                                        ,1.178851553                                         ,0                                                   ,0                                                   ,0.5800295636               ,0.683383582                ,0.2755879848               ,0                          ,0                          ,0.3734521722           ,0.3674800275           ,0.8383377738           ,0                      ,0                      ,0.9534817358            ,1.050863609             ,1.113925759             ,0                       ,0                       ,0.553712538                  ,0.6864710236                 ,0.3113510595                 ,0                            ,0                            ,0.3284969526             ,0.3394372293             ,0.7250948547             ,0                        ,0                        ,0.8822094906              ,1.025908253               ,1.036445914               ,0                         ,0
Firm 280 ,799.9146939                     ,794.6772956                     ,857.8826648                     ,862.9878834                     ,1038.82324                      ,1613.541681                                         ,1637.403385                                         ,1557.343344                                         ,1553.133821                                         ,1580.119865                                         ,1512.559239                                         ,1526.709923                                         ,1447.225885                                         ,1437.468158                                         ,1432.305121                                         ,0.6528647225               ,0.6372273533               ,0.6846595481               ,0.6897288461               ,0.7730377106               ,0.2890139946           ,0.244292612            ,0.2680872769           ,0.2894552219           ,0.2928921578           ,0.9418787171            ,0.8815199653            ,0.952746825             ,0.979184068             ,1.065929868             ,0.6217586039                 ,0.6107614668                 ,0.6702573274                 ,0.6484310864                 ,0.7435239644                 ,0.271361947              ,0.2284540567             ,0.2462395265             ,0.2679208322             ,0.2723853892             ,0.8931205509              ,0.8392155236              ,0.9164968539              ,0.9163519186              ,1.015909354
Firm 281 ,112.5340247                     ,129.6985334                     ,117.4151782                     ,100.9174192                     ,130.7572628                     ,264.4819214                                         ,287.1554529                                         ,295.2639045                                         ,304.4068957                                         ,330.4882332                                         ,207.4002328                                         ,221.1226825                                         ,232.0773117                                         ,235.9567511                                         ,251.4103106                                         ,0.6076782459               ,0.6444737988               ,0.5143166054               ,0.4870255632               ,0.4943059431               ,0.438077328            ,0.4619501889           ,0.4104453437           ,0.3723646298           ,0.3873692137           ,1.045755574             ,1.106423988             ,0.924761949             ,0.8593901931            ,0.8816751568            ,0.5913039339                 ,0.6326745229                 ,0.5113921159                 ,0.4547564588                 ,0.515621031                  ,0.3881064901             ,0.408639519              ,0.3744976001             ,0.3436146557             ,0.3525725913             ,0.9794104241              ,1.041314042               ,0.885889716               ,0.7983711145              ,0.8681936222
Firm 282 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 283 ,1957.866057                     ,1407.502559                     ,1770.246416                     ,1729.186522                     ,1499.450181                     ,4789.584403                                         ,4620.694298                                         ,4353.129315                                         ,4177.540408                                         ,4080.23908                                          ,3641.637447                                         ,3560.550858                                         ,3318.495866                                         ,3089.755511                                         ,3037.791384                                         ,0.5343421275               ,0.5019884116               ,0.5574506285               ,0.5578668724               ,0.5017743645               ,0.4031591898           ,0.3781371325           ,0.3351620499           ,0.3467457466           ,0.3832345297           ,0.9375013173            ,0.8801255442            ,0.8926126784            ,0.9046126189            ,0.8850088942            ,0.6112983558                 ,0.4214406598                 ,0.53535547                   ,0.5399394379                 ,0.4701518704                 ,0.3777029924             ,0.3549599292             ,0.3131510238             ,0.3231792801             ,0.3557363997             ,0.9890013482              ,0.776400589               ,0.8485064938              ,0.863118718               ,0.8258882702
Firm 284 ,0                               ,0                               ,0                               ,1.298004668                     ,1.366814701                     ,0                                                   ,0                                                   ,0                                                   ,67.75290495                                         ,68.18708165                                         ,0                                                   ,0                                                   ,0                                                   ,67.42543648                                         ,68.18708165                                         ,0                          ,0                          ,0                          ,70.06972002                ,417.5602357                ,0                      ,0                      ,0                      ,365.5086944            ,488.747636             ,0                       ,0                       ,0                       ,435.5784144             ,906.3078717             ,0                            ,0                            ,0                            ,183.2548333                  ,423.5408004                  ,0                        ,0                        ,0                        ,365.5086943              ,488.747636               ,0                         ,0                         ,0                         ,548.7635277               ,912.2884364
Firm 285 ,104.187364                      ,20.98781405                     ,0                               ,0                               ,0                               ,556.9096575                                         ,441.8877632                                         ,0                                                   ,0                                                   ,0                                                   ,455.3921242                                         ,344.0024236                                         ,0                                                   ,0                                                   ,0                                                   ,0.5881270532               ,0.2319393619               ,0                          ,0                          ,0                          ,0.299989359            ,0.3386388391           ,0                      ,0                      ,0                      ,0.8881164123            ,0.5705782009            ,0                       ,0                       ,0                       ,0.5431981272                 ,0.6512838049                 ,0                            ,0                            ,0                            ,0.2583460803             ,0.2919846433             ,0                        ,0                        ,0                        ,0.8015442075              ,0.9432684482              ,0                         ,0                         ,0
Firm 286 ,992.6623402                     ,1999.771242                     ,1755.011077                     ,1304.545472                     ,1258.303555                     ,1743.41879                                          ,2510.18318                                          ,3028.591594                                         ,2962.960559                                         ,3001.8021                                           ,1428.504121                                         ,1861.267206                                         ,2112.93039                                          ,2114.484813                                         ,2141.085202                                         ,0.564791659                ,0.8718805286               ,0.6261070836               ,0.5847893829               ,0.6952899                  ,0.4484378233           ,0.4662219078           ,0.4239721478           ,0.3903107385           ,0.4299514971           ,1.013229482             ,1.338102436             ,1.050079231             ,0.9751001214            ,1.125241397             ,0.5644193343                 ,1.038020289                  ,0.7580696884                 ,0.5744300773                 ,0.7260833423                 ,0.3437712005             ,0.3502213573             ,0.3124636768             ,0.2963973324             ,0.3155390156             ,0.9081905349              ,1.388241646               ,1.070533365               ,0.8708274097              ,1.041622358
Firm 287 ,275.0237582                     ,261.9207078                     ,229.5602204                     ,245.6300581                     ,289.7083367                     ,632.5441389                                         ,661.8973186                                         ,652.6010504                                         ,645.629439                                          ,743.945474                                          ,418.2676808                                         ,416.1870788                                         ,436.6588993                                         ,423.8176451                                         ,477.3277189                                         ,0.7616333401               ,0.6280083416               ,0.6467330102               ,0.6827744461               ,0.7117614778               ,0.3059163409           ,0.303956937            ,0.3077001787           ,0.3267695669           ,0.3280882967           ,1.067549681             ,0.9319652786            ,0.9544331889            ,1.009544013             ,1.039849774             ,0.7899137651                 ,0.7065499042                 ,0.568471542                  ,0.649632624                  ,0.7377460772                 ,0.2971602052             ,0.2931460578             ,0.2934273498             ,0.3107274328             ,0.3105139827             ,1.08707397                ,0.999695962               ,0.8618988918              ,0.9603600568              ,1.04826006
Firm 288 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 289 ,1.283017389                     ,1.233965168                     ,1.053598898                     ,0.2212332915                    ,0.7243136114                    ,3.211643136                                         ,3.37067368                                          ,3.344124784                                         ,2.616492908                                         ,2.495202603                                         ,-0.1387009429                                       ,-0.02183452512                                      ,-0.2328199964                                       ,-0.4439167042                                       ,-0.0622948563                                       ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0.3627484518                 ,0.3436341115                 ,0.2954411083                 ,0.06214417945                ,0.1999917351                 ,0.03043988357            ,0.03284638271            ,0.03660282244            ,0.05142650858            ,0.05654346658            ,0.3931883354              ,0.3764804942              ,0.3320439307              ,0.113570688               ,0.2565352017
Firm 290 ,62.53707174                     ,54.07593497                     ,31.79667534                     ,26.8585049                      ,0                               ,97.0766818                                          ,94.26192198                                         ,82.65270552                                         ,66.79001007                                         ,0                                                   ,74.43351052                                         ,74.73546923                                         ,63.55586688                                         ,54.4421263                                          ,0                                                   ,0.3050549689               ,0.305708666                ,0.2807811762               ,0.2778740617               ,0                          ,0.5628210026           ,0.5691152931           ,0.6417975872           ,0.620355865            ,0                      ,0.8678759714            ,0.8748239591            ,0.9225787634            ,0.8982299267            ,0                       ,0.3431975929                 ,0.3235222061                 ,0.2451505561                 ,0.2593218195                 ,0                            ,0.4528358536             ,0.4940444218             ,0.6028726671             ,0.5852224835             ,0                        ,0.7960334465              ,0.8175666279              ,0.8480232231              ,0.844544303               ,0
Firm 291 ,107.3678633                     ,97.41454112                     ,50.91336961                     ,60.46655355                     ,123.7781753                     ,128.7402514                                         ,183.4782034                                         ,173.6664513                                         ,130.3707093                                         ,196.137816                                          ,115.7416243                                         ,164.4564081                                         ,152.2926214                                         ,107.5463133                                         ,126.4627083                                         ,0.5681315721               ,0.4553632833               ,0.705464918                ,0.6365190088               ,0.6676429648               ,0.3906851656           ,0.3988737349           ,0.4179050178           ,0.4027980047           ,0.4450929299           ,0.9588167377            ,0.8542370181            ,1.123369936             ,1.039317013             ,1.112735895             ,0.5702701943                 ,0.4576079869                 ,0.8867294272                 ,0.6456147888                 ,0.862126275                  ,0.3613316614             ,0.3684390894             ,0.4130738748             ,0.3188174145             ,0.2924415371             ,0.9316018556              ,0.8260470763              ,1.299803302               ,0.9644322033              ,1.154567812
Firm 292 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 293 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 294 ,32.00783119                     ,23.85032654                     ,35.64431157                     ,73.42904252                     ,97.14829787                     ,134.4382604                                         ,105.1186563                                         ,116.7235551                                         ,139.3366182                                         ,230.072278                                          ,37.44969234                                         ,32.77001168                                         ,32.78954911                                         ,39.49629209                                         ,51.36329931                                         ,0.3685857681               ,0.3549025093               ,0.514153763                ,0.2217435116               ,0.1294550324               ,0.9377690757           ,0.7216487218           ,0.5769309915           ,0.7661357801           ,0.1711001529           ,1.306354844             ,1.076551231             ,1.091084754             ,0.9878792917            ,0.3005551853            ,0.7827794809                 ,0.5288988226                 ,0.7195084419                 ,1.282594324                  ,1.040864953                  ,0.2802939679             ,0.2446052957             ,0.224843871              ,0.230089023              ,0.1692512947             ,1.063073449               ,0.7735041184              ,0.944352313               ,1.512683347               ,1.210116247
Firm 295 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 296 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 297 ,939.5747681                     ,965.5802351                     ,963.7367957                     ,1014.191858                     ,867.1795386                     ,217.4828288                                         ,271.4753647                                         ,254.2947116                                         ,225.5485393                                         ,406.6202683                                         ,218.8580043                                         ,266.0106703                                         ,249.0622561                                         ,221.8895993                                         ,407.6210889                                         ,0.6647266838               ,0.6558158384               ,0.6313217911               ,0.6370769395               ,0.605257994                ,0.2418925634           ,0.2509372376           ,0.2254789939           ,0.2349137693           ,0.2685802432           ,0.9066192471            ,0.906753076             ,0.856800785             ,0.8719907089            ,0.8738382373            ,0.6636002591                 ,0.6548723717                 ,0.6308507707                 ,0.6388856407                 ,0.6048914593                 ,0.240849945              ,0.2504397047             ,0.2246456944             ,0.2336920103             ,0.2648260904             ,0.9044502041              ,0.9053120764              ,0.8554964651              ,0.872577651               ,0.8697175497
Firm 298 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
