,NWP (£m) ,NWP (£m) ,NWP (£m) ,NWP (£m) ,NWP (£m) ,SCR (£m),SCR (£m),SCR (£m),SCR (£m),SCR (£m),EoF for SCR (£m),EoF for SCR (£m),EoF for SCR (£m),EoF for SCR (£m),EoF for SCR (£m),SCR coverage ratio,SCR coverage ratio,SCR coverage ratio,SCR coverage ratio,SCR coverage ratio,GWP (£m),GWP (£m),GWP (£m),GWP (£m),GWP (£m),Total assets (£m),Total assets (£m),Total assets (£m),Total assets (£m),Total assets (£m),Total liabilities (£m),Total liabilities (£m),Total liabilities (£m),Total liabilities (£m),Total liabilities (£m),Excess of assets over liabilities (£m) [= equity],Excess of assets over liabilities (£m) [= equity],Excess of assets over liabilities (£m) [= equity],Excess of assets over liabilities (£m) [= equity],Excess of assets over liabilities (£m) [= equity]
,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE
Firm 293,0.09333949133,0.08072906752,0,0,0,24.66099389,52.89947494,0,0,0,82.61954419,80.82535737,0,0,0,3.228210154,1.47226454,0,0,0,1.472999063,1.34690157,0,0,0,221.7021111,115.4106978,0,0,0,139.0825669,34.58534043,0,0,0,82.61954419,80.82535737,0,0,0
Firm 294,0,-0.00411450368,0,0,0,115.2183023,33.60099602,42.09340677,38.19119703,34.14557515,130.4923673,134.1651203,81.93504686,82.10977354,86.92085595,1.091322773,3.847486044,1.875621534,2.071672799,2.45289604,0,0.05139275264,0.08927894835,0.07176966349,0.006483956736,705.2280635,682.8363627,582.0016997,548.6977536,531.8733428,574.7356961,548.6712434,500.0666529,466.587981,444.9524868,130.4923673,134.1651203,81.93504686,82.10977354,86.92085595
Firm 295,1576.584618,1627.658437,1605.55695,1625.445258,1588.199083,3415.100846,3151.663109,3179.107958,3477.24112,3342.870691,6172.766271,6709.772897,6361.108749,6984.10532,6782.028565,1.741670036,2.051434301,1.928044814,1.9353769,1.954922824,1658.286749,1715.891149,1712.541943,1727.744939,1688.474729,16583.23303,17774.12534,16881.0463,18431.53368,18395.49224,10154.21559,10648.20884,10182.92347,11159.14901,11391.41551,6429.017439,7125.916504,6698.122829,7272.384675,7004.076731
Firm 296,0,5.093873711,8.480502784,10.84899226,11.99675029,3.236344977,3.249908876,3.702838375,4.162606092,4.514902552,4.483001464,3.90775516,4.402793193,4.854268229,4.75197331,1.33476144,1.158632593,1.145732178,1.12369393,1.01418035,0,8.955090548,12.72605389,17.36667443,19.2573746,8.068385284,9.55752684,12.92685227,14.73387931,17.51768487,3.585383819,5.64977168,8.524059074,9.879611074,12.76571156,4.483001464,3.90775516,4.402793193,4.854268229,4.75197345
Firm 297,10.92415684,10.11110832,9.397709573,13.01782491,13.38065304,14.0884136,11.79156545,11.2168881,12.55049784,10.80377005,16.7514375,24.83375542,19.70851313,17.60094956,14.06125826,1.145722834,2.029366626,1.693054949,1.351340289,1.254118091,10.940987,10.13512976,9.614758391,13.84711531,15.73785156,134.1530084,126.8782103,109.6037802,103.709262,98.06312369,117.4015709,102.0444549,89.89526711,86.10831246,84.00186549,16.7514375,24.83375542,19.70851313,17.60094956,14.06125826
Firm 298,-20.21688072,262.2831924,339.0668454,411.5885047,454.0911881,2538.09791,2858.506497,2580.836839,2800.241329,2704.712929,4054.904588,4606.206403,3759.245601,4692.616548,4994.817315,1.539436744,1.552722303,1.403555954,1.614764477,1.779459105,349.0069568,622.8358712,689.3210124,755.7703717,689.332317,45125.78513,44614.93681,38817.01023,40810.5667,66873.54521,40702.32471,39582.19691,34704.52625,35732.28534,61224.61639,4423.460419,5032.739901,4112.483976,5078.281352,5648.928825
Firm 299,0,7.647950448,8.671146059,8.477106979,20.31802223,49.91968689,61.60789532,57.29748304,56.85160851,60.49827753,120.1153624,147.4862547,129.4003928,125.5135246,126.3592431,2.318549025,2.306772443,2.176154021,2.127342167,2.012582008,0,80.34473519,70.35663937,77.38802229,87.71123982,348.583933,401.4901176,341.2951159,354.6500628,385.36176,253.428414,273.3172598,229.0954371,247.5804552,277.7041705,95.15551898,128.1728577,112.1996788,107.0696076,107.6575895
Firm 300,0,0,0,0,0,1.064909676,1.059666815,1.055882821,1.132852947,0.8159590769,12.67023154,12.28541078,12.22007786,12.28392879,12.14884876,11.46466472,11.17145983,11.15187336,10.44848519,14.34684241,0,0,0,0,0,14.2309948,13.9108074,13.54226928,13.27251876,13.19026723,1.560763257,1.625396617,1.322191421,0.9885899684,1.041418461,12.67023154,12.28541078,12.22007786,12.28392879,12.14884876
Firm 301,-597.4825085,2415.378953,2457.367328,2945.761934,2406.435568,1212.114079,1236.403385,1212.204054,1106.136625,1074.09289,2539.117,2449.834972,1916.553788,2061.724307,2137.423723,2.018500204,1.909265059,1.523473346,1.796020952,1.917513207,4914.644249,5103.223744,5223.65149,6047.803619,5186.50779,13238.89502,13043.91237,12192.83731,12353.40058,13264.49475,10978.89233,10866.96685,10196.60715,10560.91215,11392.65835,2260.002692,2176.945527,1996.230163,1792.488426,1871.836402
Firm 302,0,30.11443608,24.89101221,19.46682197,5.199870028,44.08595582,50.54581284,46.44018334,44.41597474,35.7494751,62.95403705,101.0757714,97.47749221,90.97054048,60.95631941,1.37598248,1.926865761,2.022553425,1.973563741,1.643004098,0,203.3293888,170.9771761,180.551022,69.05241481,662.5128066,726.4177339,594.7696031,552.0534474,573.0877281,599.5587695,650.6148527,520.2397433,483.0680917,521.7963553,62.95403705,75.80288116,74.52985985,68.98535563,51.29137286
Firm 303,0.003012799549,-0.04879751258,0.01668005338,0.04537095006,0.01993524624,7.885919767,5.901425149,5.224175786,4.194354278,4.346341663,22.75280697,18.96957168,13.12846974,12.97662378,13.56451229,2.780175478,3.097349419,2.421507986,2.981166162,3.007252541,-0.003888533596,0.001859428045,0.0154992101,0.007288636099,0.002922683247,49.91988386,34.8693422,30.0385789,29.49526024,29.13302303,17.53123689,15.89977052,16.91010916,16.51863646,15.56851074,32.38864697,18.96957168,13.12846974,12.97662378,13.56451229
Firm 304,17.32406378,19.40477504,16.66274846,20.47392872,17.59061039,10.65318145,10.14284135,9.380460443,12.13623258,11.44134721,14.4903394,16.52895346,14.23039001,19.59794592,18.46032006,1.310656283,1.57027351,1.46178071,1.556023832,1.554718052,17.32406378,19.40477504,16.66274846,20.47392872,17.59061039,109.0888328,132.9540576,138.9160515,168.2268228,175.9498125,94.59849345,116.4251042,124.6856615,148.6288769,157.4894925,14.4903394,16.52895346,14.23039001,19.59794592,18.46032006
Firm 305,0,1269.082526,805.4695656,613.7449824,1327.734724,55.64063305,52.02747868,48.42178359,46.08767237,48.00893164,67.66292414,79.87610092,86.75848073,83.8307972,81.96759771,1.171785933,1.479359269,1.726476757,1.752703288,1.645166076,0,1473.02159,805.4695656,613.7449824,1327.734724,11153.32541,11903.98179,10970.57839,10807.55088,10944.68188,11085.66249,11824.10569,10883.81991,10723.72008,10862.71429,67.66292414,79.87610092,86.75848073,83.8307972,81.9675977
Firm 306,0.001323010468,0.00006305693696,0.002243647529,0.001713753416,0,1.414714006,0.9278302157,0.8138633588,0.5985881419,0,16.25114594,8.835892798,8.864630728,8.982527456,0,11.06891156,9.17638247,10.49539366,14.45972469,0,0.03670047669,0.01640636662,0.02294821548,0.01901919208,0,27.72614355,18.36919778,18.67466543,17.27077998,0,11.47499763,9.53330547,9.810035386,8.288308921,0,16.25114594,8.835892798,8.864630044,8.982471057,0
Firm 307,9.673447566,10.00718614,10.16040756,10.27842123,20.60996573,9.958454189,11.37243633,9.73418367,10.02902873,12.56557951,20.45659204,23.85292257,23.91764957,22.33218528,23.68837315,1.979388006,2.021052822,2.367601149,2.145665048,1.816528823,20.06462532,21.50129425,22.58320165,22.78792082,22.99284987,41.1614149,43.51319096,43.27844493,44.74084235,50.74078015,20.70482286,19.6602684,19.36079536,22.40865707,27.052407,20.45659204,23.85292257,23.91764957,22.33218528,23.68837358
Firm 308,33.30639274,40.47999232,33.41741977,40.9520714,39.39115782,26.40908544,32.14099185,33.57100543,26.57380146,22.9208391,31.11454074,33.67612763,39.31040563,41.55164323,42.84967375,1.135271181,1.00960723,1.128321223,1.506690665,1.801385187,33.58607974,40.7962907,60.60906069,74.4600353,71.37414116,42.97118073,46.86596509,43.1860378,47.65459404,54.84858113,11.85663999,13.18983747,3.87563217,6.102950804,11.99890738,31.11454074,33.67612763,39.31040563,41.55164323,42.84967375
Firm 309,13.55838907,13.64564835,13.56066506,13.54869638,13.1449836,98.37116606,109.7007285,90.41386626,108.9878604,117.4700976,164.8995859,176.00644,175.8473108,193.4740537,193.8835865,1.615255861,1.54599693,1.874089254,1.710543742,1.590388751,13.55838907,13.64564835,13.56066506,13.54869638,13.1449836,263.6708301,279.8047405,276.240106,303.2488693,305.052949,98.77124421,103.7983005,100.3927952,109.7748156,111.1693616,164.8995859,176.00644,175.8473108,193.4740537,193.8835865
Firm 310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 311,-1862.240506,9777.534671,12009.15786,12719.39835,10830.96626,4511.419304,8883.247499,7935.936281,7918.799911,8655.247077,6840.779387,13519.06414,11619.33253,11379.7144,11808.49797,1.461106832,1.466440499,1.410823187,1.38471875,1.314633725,2210.966849,11493.61972,16553.86117,18988.45277,19180.01648,139095.3921,295913.9036,280664.4246,302099.2618,321563.5998,130875.3496,281321.1314,268158.5209,290672.0561,309997.8388,8220.042475,14592.77222,12505.90364,11427.20566,11565.76103
Firm 312,0,0,0,0,0,0.9718730445,0.2130997653,0.1461623418,0.1338947929,0.1365222018,3.588768781,3.191676298,3.397688252,3.12474078,3.096523623,3.558160396,14.43196434,22.39946348,22.48743326,21.85549735,0,0,0,0,0,3.941828984,3.536447637,3.587279868,3.30442379,3.283777765,0.3530602033,0.3447713395,0.1895916154,0.1796830098,0.1872541421,3.588768781,3.191676298,3.397688252,3.12474078,3.096523623
Firm 313,-0.03159395163,0.4917763867,0.7392159648,0.4243313181,-98.85869724,26.78580888,126.4652446,106.3536133,99.26441893,79.15911426,52.4297783,220.9883617,161.1851533,202.9295164,206.5254005,1.886091838,1.683789489,1.4603682,1.969886464,2.513981787,-0.02679145851,0.4758065063,0.7574604493,0.3055724118,0.3883408426,129.9393344,629.3000885,526.4951822,505.0738499,562.1578449,77.5095561,408.3117268,365.3100288,302.1443334,355.6324444,52.4297783,220.9883617,161.1851533,202.9295164,206.5254005
Firm 314,0,0,0,0,0,0.2261805595,0.2545929148,0.2573560094,0,0,3.364060712,3.796195855,3.837395823,0,0,14.33171394,14.36785305,14.36785263,0,0,0,0,0,0,0,3.372544,3.796195744,3.837395823,0,0,0.008483297178,0,0,0,0,3.364060703,3.796195744,3.837395823,0,0
Firm 315,179.8039826,184.7379173,182.0081251,170.8053441,147.2792175,55.74477699,58.8231849,58.72729641,57.28677107,58.11414876,71.57658456,98.00549102,123.4596148,102.1915695,89.17631456,1.237246885,1.605430295,2.025697023,1.718898786,1.47862219,189.4592039,203.0619178,202.3680795,189.8650215,166.9264166,285.5706422,368.6441851,374.0398996,365.7914084,367.5530763,213.9940577,270.6386941,250.5802848,244.0872629,250.1919297,71.57658456,98.00549102,123.4596148,121.7041455,117.3611466
Firm 316,0,-0.1473325,-193.0833186,0.01445376,-0.03767521668,156.3431224,148.1830621,256.3753392,241.9412961,225.3329672,204.7152738,202.0346241,404.449608,453.6320671,420.4165495,1.261714359,1.313762372,1.520119573,1.806688684,1.797813544,0,-0.472082133,43.01512775,0.146464768,-0.8797518933,597.1740483,550.1409561,1387.762524,1292.588008,1277.728155,380.1606464,339.9394112,973.2469109,823.5787277,827.5491662,217.0134019,210.2015449,414.5156129,469.0092804,450.1789884
Firm 317,1291.37133,2245.521194,2520.011342,2275.217791,2150.07,71.44827257,129.9928892,137.3808227,167.075293,164.1890333,96.22361291,148.4410152,175.6077513,219.1192415,230.5778182,1.297715543,1.100332395,1.231706261,1.263740385,1.353203024,1291.377183,2245.522598,2520.011436,2275.217791,2150.07,8055.398827,10353.11359,12660.21718,14638.01105,15949.16451,7959.175214,10204.67258,12482.10411,14415.51927,15714.73235,96.22361291,148.4410152,178.1130697,222.4917855,234.4321542
Firm 318,422.6461629,327.0388786,371.1491574,441.1550404,0,448.2719083,412.4017242,442.8413227,393.4147612,0,679.5773454,551.0401578,552.9132695,573.8887192,0,1.46078718,1.287515178,1.203090932,1.405615757,0,1150.849218,1056.551606,1113.25418,968.3129381,0,3163.69827,3204.504769,3185.468849,3343.438207,0,2432.712937,2609.300954,2585.029998,2794.653364,0,730.9853339,595.2038142,600.4388505,548.7848421,0
Firm 319,0.000963584,0,0.000963584,0,0,0.07996526339,0.06921958661,0.1521470228,0.1237087683,0,4.799940881,4.829371647,4.398388053,5.038378383,0,57.83944225,67.22815718,27.8560584,39.24459733,0,0.000963584,0,0.000963584,0,0,4.993466225,4.997203447,5.015473028,5.041664205,0,0.1935253433,0.1678318,0.6170849751,0.00328582144,0,4.799940881,4.829371647,4.398388053,5.038378383,0
Firm 320,0,0,0,0,0,0.000000963584,2.955413345,2.982147005,3.00915492,3.063233536,4.181572981,4.1899128,4.202758339,4.226961641,4.260595541,4181572.981,1.366080634,1.35798493,1.353546997,1.340231375,0,0,0,0,0,4.189667086,4.21882032,4.231665859,4.244306153,4.277940053,0.0080941056,0.02890752,0.02890752,0.017344512,0.017344512,4.181572981,4.1899128,4.202758339,4.226961641,4.260595541
Firm 321,0,0,-1.011367167,-6.599067444,24.63223356,0,0.2586211277,62.22758792,51.83094165,167.5477826,0,3.844470827,110.7764303,242.1953874,295.1649146,0,14.32392864,1.715354867,4.502630914,1.697522847,0,0,10.7736371,11.97496618,46.12703451,0,3.856033835,1592.21697,1746.336262,6850.295493,0,0.011563008,1463.469961,1454.672025,6555.130578,0,3.844470827,128.7470098,291.6642371,295.1649138
Firm 322,2092.156137,2084.124818,2022.212247,2103.048716,2029.697013,1711.220667,1641.309461,1329.471064,1399.098954,1395.278396,2106.880505,2301.500789,2050.841698,2070.252451,2000.795952,1.186379048,1.35117075,1.486424413,1.42581919,1.381756481,2193.463988,2178.681358,2161.643069,2228.812959,2179.242094,6463.4206,6729.568743,6143.970402,5825.232795,5885.11808,4356.540094,4196.807794,3563.157504,3562.263544,3749.420368,2106.880505,2532.760949,2580.812898,2262.969251,2135.697712
Firm 323,0,0,0,0,0,30.43855843,15.23262109,5.332069151,1.55137024,1.486810112,40.33414351,61.74255325,64.1020754,61.51611212,4.10470008,1.276845467,3.905705792,11.58419602,38.20876529,2.66020744,0,0,0,0,0,72.42756661,101.9468778,81.60079737,73.18213012,13.19586547,32.09342311,40.20432452,17.49872197,11.666018,9.091165395,40.33414351,61.74255325,64.1020754,61.51611212,4.10470008
Firm 324,23.41538016,22.65032118,24.2684646,25.81198401,26.54663806,32.09663254,30.20594832,29.51797697,29.95493489,30.19104755,52.13351494,46.97623211,50.52258507,55.05767552,53.50750906,1.56511811,1.498563964,1.649257829,1.771083643,1.707757226,133.9750351,126.6893959,140.5322506,147.3251844,147.9476202,266.8563924,246.9370184,281.7366235,277.6477046,299.3397255,214.7228774,199.9607863,231.2140384,222.590029,245.8322166,52.13351494,46.97623211,50.52258507,55.05767552,53.50750906
Firm 325,240.9998856,252.698937,332.5218482,294.8863319,0,209.1815238,223.8009301,256.8627234,240.2958971,0,285.1290833,339.5656463,334.2880329,326.8487561,0,1.313432552,1.46201369,1.254034045,1.310660047,0,477.7375406,439.2240977,479.5193161,410.7111266,0,1321.271787,1384.123678,1507.017211,1498.603477,0,1036.142704,1044.558032,1172.729179,1171.754721,0,285.1290833,339.5656463,334.2880329,326.8487561,0
